business_id,stars,name,processed_text
v_vqna00z6WqKcIJZDkbAw,3,C Nails,good gel nail manicure lasted week nail looked nice grew length bad went get gel removed quoted price gel removed told service experience gel nail know natural nail need filed cleaned oil applied ask filing oil offered many salon area reason return
v_vqna00z6WqKcIJZDkbAw,5,C Nails,left could received better service price reasonable shaun fantastic definitely returning
v_vqna00z6WqKcIJZDkbAw,5,C Nails,best nail salon area ive gotten gel manicure last three time added sweet pedicure time fantastic nail really hold think take time thorough job relaxing way spend afternoon also add watched clean customer boy good job continue get nail done relaxing shop
v_vqna00z6WqKcIJZDkbAw,5,C Nails,best long lasting manicure pedicure ive ever everyone take time quality job went based yelp review disappointed
v_vqna00z6WqKcIJZDkbAw,5,C Nails,worked sprint store plaza almost year never place well today decided wanted get nail done took hour break visited place lady helped sweet nice full conversation made time pas fast nail look amazing eyebrow done way like price affordable place nice clean soothing overall im love place ill coming
v_vqna00z6WqKcIJZDkbAw,5,C Nails,linh amazing job mani pedi meticulous mani havent mani like forever definitely back
v_vqna00z6WqKcIJZDkbAw,5,C Nails,didnt live az would make goto nail salon nail tech polite paid extra attention detail massage skill amazing highly recommend place many sugar scrub spa pedicure package choose
v_vqna00z6WqKcIJZDkbAw,5,C Nails,love place one best pedicure ever relaxing never rush job try peppermint make scrub organic sean nail genius love coffin shaped nail edge perfect always personable talking shop clean decorated simply beautifully cant say enough good thing owner always working hard truly love business go close nail
v_vqna00z6WqKcIJZDkbAw,4,C Nails,fancy thats ok pleasant staff nice job mani pedi go back
v_vqna00z6WqKcIJZDkbAw,5,C Nails,third nail salon ive tried westchase area new favorite tech speak english easy understand chat offer full range nail service price low im new regular
v_vqna00z6WqKcIJZDkbAw,5,C Nails,best sean mai perfectionist make reservation place high demand
v_vqna00z6WqKcIJZDkbAw,5,C Nails,first time walk excellent nail salon staff friendly salon clean
v_vqna00z6WqKcIJZDkbAw,5,C Nails,service received ever walkin nail salon arrived offered wine extensive menu specialty pedicure chose coffee pedicure outstanding received thorough coffee scrub masque hot stone massage paraffin wax dip great polish job definitely back
v_vqna00z6WqKcIJZDkbAw,5,C Nails,long time since manipedi choosing new place difficult mai made easy great atmosphere excellent service relaxed atmosphere needle say great manipedi
v_vqna00z6WqKcIJZDkbAw,2,C Nails,raised price gel manicure apparently product average manicure wont coming back
v_vqna00z6WqKcIJZDkbAw,5,C Nails,visited salon yesterday based good review lived star rating peppermint pedicure absolutely wonderful nail look wonderful hand painted snowflake also brow wax top visit looking great salon reasonable price look definitely going back
v_vqna00z6WqKcIJZDkbAw,2,C Nails,pretty good experience salon large clean staff seem friendly talkative ok fine reasonable price sn dip powder messed shape one nail corrected best could fine big deal try see like update unfortuneatly going back salon nail lifted week wasnt expecting thatwill trying another salon
v_vqna00z6WqKcIJZDkbAw,5,C Nails,love place mai shawn best take time make sure everything done correctly always make sure customer satisfied go every week get sn manicure redo always helpful make laugh time variety pedicure available massage hot stone always great experience one thing say dissatisfied eyebrow wax mai good job probably go service last minute option overall continue visit place get nail done encourage try well
v_vqna00z6WqKcIJZDkbAw,3,C Nails,another average nail salon hard time finding diamond rough want average pedi strong footcalf massage c nail bad great pedi massage felt average facility clean service good pricing right alone get five star rating im meat snd potato give good spare fluff
v_vqna00z6WqKcIJZDkbAw,3,C Nails,online say close walked thinking im rude walking minute closing however time online wrong walked felt need ask chose walk late confused took anyway whole time lady talking different language saying thing breath pedicure manicure done exact time pedicure chair felt rushed uncomfortable fault wrong closing time posted online
v_vqna00z6WqKcIJZDkbAw,5,C Nails,mai husband great really care customer best mani pedi around
v_vqna00z6WqKcIJZDkbAw,5,C Nails,happy found nail salon staff really make feel comfortable value customer friendly offered drink soon sat linh excellent job pedicure shellac manicure strong attention detail feel like expected basic pedi price affordable repeat customer sure
v_vqna00z6WqKcIJZDkbAw,5,C Nails,randomly decided stop wanted pedicure didnt want go far raining right bat walked seated immediately offered cold beverage nicely given menu pedicure service within minute color started thinking since quick get seated would rushed wrong woman took care wonderful forgot name took time really great job massage part pedicure something lot place skimp certainly clean friendly well priced certainly back
v_vqna00z6WqKcIJZDkbAw,5,C Nails,im town vacation boston shop right next hotel nice good leg foot massage pedicure offered free drink friendly several regular came staff knew name show great customer service im shocked im first reviewer though seems people dont yelp much north highly recommend place
v_vqna00z6WqKcIJZDkbAw,5,C Nails,best pedicure ever even get boyfriend come get one place thats hard thing accomplish
v_vqna00z6WqKcIJZDkbAw,5,C Nails,mai sean become like family ive regular year come every week get dipping powder nail every week gel polish pedicure usually milk honey pedi highly recommend trying powder nail polishmy nail used weak paper thin started coming cant speak highly enough salon
v_vqna00z6WqKcIJZDkbAw,5,C Nails,sean awesome perfect nail skill attention staff exceptional peppermint pedi bomb stone massage foot massage hot towel fab clean make apt
v_vqna00z6WqKcIJZDkbAw,5,C Nails,excellent service probably best pedi ever deluxe experience great price
v_vqna00z6WqKcIJZDkbAw,5,C Nails,one better manicure ive wish shawn still working orlando take plenty time customer attention detail worth mentioning lived area would loyal c nail customer
v_vqna00z6WqKcIJZDkbAw,5,C Nails,wanting try c nail time walked met friendly accommodating warm welcome nice menu pedicure service take time choosing lou pedicure attention detail fantastic clean easy find great price ill back sure
v_vqna00z6WqKcIJZDkbAw,5,C Nails,great nail salon best pedicure priced well also get th pedicure free
v_vqna00z6WqKcIJZDkbAw,1,C Nails,walked asked pedicure told right going back
v_vqna00z6WqKcIJZDkbAw,5,C Nails,love place much ive gone place clean great problem wait could long go busy day everyone amazing got manicure pedicure place staff kind talkative make feel home mai owner really knew create conversation especially new definitely go back next month become regular leiu pedicure extremely nice well compliment really gas make feel like queen really take time polish detail pedicure massage insane even though tickle little bit highly recommend star
v_vqna00z6WqKcIJZDkbAw,4,C Nails,owner fantastic job nail recommend want good quality set acrylic nail
v_vqna00z6WqKcIJZDkbAw,5,C Nails,im happy nail salon open needed pedicure bad cnails done great job putting barrier keep everyone safe still beautiful environment
v_vqna00z6WqKcIJZDkbAw,5,C Nails,back wonderful c nail salon oldsmar follow strict health guideline go beyond customer safe clean ready make even beautiful quality work always exceptional ive never disappointed dont delay nail deserve
v_vqna00z6WqKcIJZDkbAw,1,C Nails,first time coming went get dip even two day two nail come clean chip bump caused fall nail loose enough feel like might fall soon worth since get done le week day wrote review another two fall
v_vqna00z6WqKcIJZDkbAw,4,C Nails,mai fixed super chunky fat acrylic gotten previous shop super friendly retained conversation rare really cared way nail looked
v_vqna00z6WqKcIJZDkbAw,5,C Nails,im really happy manicure pedicure today julie nail technician shes caring gentle place also best price town basic mani pedi total compared everywhere else great place service
v_vqna00z6WqKcIJZDkbAw,5,C Nails,absolutely adore dip french manicure dont get nail done lot usually opting massage facial instead however sister town wanted get manicure tagged along went dip fast forward four week nail growing even though dip manicure didnt chip amazing btw time get redone research told good chance ruining nail tried take decided go salon get manicure im guessing start monthly maintenance routine get ya quick yelp search saw place close great review called saturday one find wait time said could see right away dont remember nail technician name man fantastic could tell people regular woman next chatting gift got nail tech another woman walked knew color wanted numberletter combination ton great dip color ive noticed place one two glittery option several mom need insert happiness life decided light blue glittery silver ring finger woman next showed amazing dip french manicure sold almost week nail still look beautiful absolutely adore classic look chipping including tip little involved normal dip sign regular loved experience
v_vqna00z6WqKcIJZDkbAw,5,C Nails,havent found nail place yet since moving tampa area finally found one sean perfectionist killed ombré sn dream definitely coming back everyone salon friendly nice
v_vqna00z6WqKcIJZDkbAw,5,C Nails,seriously cant believe amazing place must overlooked since review sweet orange lime pedi world hot stone oil scrub rubbed orange lime skin paraffin mask hot towel lotion liyu great made sure knew every step also gel nail flawless im boston im wishing lived oldsmar nail salon
v_vqna00z6WqKcIJZDkbAw,5,C Nails,im sure person shop last customer one relaxing pedicure ever called ahead made sure okay still came shop close pm arrived shop empty felt special attention notice immediately shop well maintained clean decor modern top immediately directed choose polish color must say didnt lot nice polish choose today desperate need pedicure knew could get way favorite shop clearwater technician polite minimal conversation really good job pedicure technician took time even though hour getting late really appreciated dedication good job even though time shop close say lot integrity shop chose sweet pedicure scented foot scrub cooling gel turned really sweet treat foot first time really noticed nail salon even existed nosh cafe next door realized nail shop decide come cute boutique nail salon definitely stop next door get breakfast lunch disappointed either establishment
v_vqna00z6WqKcIJZDkbAw,5,C Nails,loved experience super clean salon staff nice got gel pedicure toe look amazing massage great well also reasonably priced whole service
v_vqna00z6WqKcIJZDkbAw,5,C Nails,really love place everyone friendly great job crazy time feel like taking precaution make customer feel safe staff wear mask everyone must wear mask shield individual working nail require everyone wash hand upon arrival sanitize equipment furniture beforeafter customer admit taken month walk nail salon almost didnt go toe wreck really missed manipedi time friend felt much better saw experienced set
v_vqna00z6WqKcIJZDkbAw,5,C Nails,mai owner great mother inlaw tried place exactly wks ago shellac mani still look fantastic asked lot question really catered need nail tip toe thanks mai
v_vqna00z6WqKcIJZDkbAw,5,C Nails,amazing gel manicure linh great job friendly talkative intent giving perfect polish salon spacious clean offer variety service including numerous type specialty pedicure reasonable price reference gel manicure regular manicure regular pedicure specialty pedicure start go fanciest one see yelpers say offered drink offered thats ok excited place close home back week
v_vqna00z6WqKcIJZDkbAw,1,C Nails,moved area wanted pedi walked asked could get pedicure said maybe tomorrow said know another nail salon could go said googlescrew
v_vqna00z6WqKcIJZDkbAw,4,C Nails,place amazing love coming stone pedicure great customer service require make appointment showing sean wife owner team good quality work
v_vqna00z6WqKcIJZDkbAw,5,C Nails,finding new nail salon difficult move glad found mai c nail husband salon awesome regular month always get great service mai get nochip manicure regular pedicure always last week great busy schedule love place
v_vqna00z6WqKcIJZDkbAw,4,C Nails,picky as impressed five star experience havent liked pedi ive gotten several year impressed well got expect pedi last day since tried c nail polish still look good star splurged got upgraded pedi hate massage shouldve gotten basic bell whistle hot stone peppermint doesnt damn thing person massage cant massage really despise lackluster way nail tech massage light rubbing wrong spot talking homies love good foot massage know wont get one nail salon shouldve known better pay upgrade oh well ill back basic pedi hopefully next tech get know theyre im quick turned problem bringing star service isnt consistent
v_vqna00z6WqKcIJZDkbAw,5,C Nails,first time say bummed never came since live close variety option great affordable shawn pedicure absolutely professional kind great job havent pedi long time overdo got toenail looking beautiful thank much definitely coming back
